	HC25_Jrk_FB_2_ZT10	HC25_Jrk_FB_2_ZT14	HC25_Jrk_FB_2_ZT18	HC25_Jrk_FB_2_ZT2	HC25_Jrk_FB_2_ZT22	HC25_Jrk_FB_2_ZT6	HC25_Jrk_FB_ZT10	HC25_Jrk_FB_ZT14	HC25_Jrk_FB_ZT18	HC25_Jrk_FB_ZT2	HC25_Jrk_FB_ZT22	HC25_Jrk_FB_ZT6
FBgn0001197	451	275.9996	1042	1026	227.99974	277.9997	1530	697.9996	1081	912.9998	727.9998	608.9996
FBgn0001202	331	316	457	912	337	396	621	555	520	888	497	575
FBgn0001206	65	57	70	266	54	60	155	102	121	149	84	107
FBgn0001208	6313.0047	7061.002	6822.0038	20691.02	7686.0036	11059.004	8079.003	10078.005	8333.004	20514.018	9373.009	10562
FBgn0001215	977.9997	707.9998	1530.0001	2730.9969	623.9999044	1312.0006	1992.0001	2217.9994	1836.9992	2364.996	1207.000033	1908.000631
FBgn0001216	47.00004	30.00001	49	108.99999	43.99999	46	42	41.00005	41.00002	97.99997	62.99996	69.999989
FBgn0001217	41	33	36	97	29	49	65	69	86	110	59	100
FBgn0001218	8421.0003	6677.002001	9236.0012	13692.998	5146.0098	7332.9982	13099.1677	15331.996	10176.146	12898.284	6235.1232	16467.003
FBgn0001220	3128.996	2753.0025	4057.004	7178.999	2749.001	3321	5193.999	5379.004	4266.998	6511.003	3612.0025	5644
FBgn0001222	597.0000049	452.000303	717.9998	1630.998453	489.00063	696.0001	1039.0013	921.001	897.00019	1411.9974	794.999898	868.9996249
FBgn0001223	90	15	11	23.69458	11	7.23153	14	24.27127	13.1158	23.28684	16.20028	42
FBgn0001224	33	7	9	14	9	6	8	5	4	14	11	12
FBgn0001225	253	80	524	611	144	70	1076	177	768	385.0002	321.0002	262
FBgn0001226	241.00031	60.99996	566.9998	598.0002	82	41.99996	1100.9968	146	753.0005	314.0002	275.9998	203.9999
FBgn0001227	4	6	13	15	1	4	24	17	13	9	7	7
FBgn0001228	6	10	6	22.30538	0	11.76846	6	25.72875	1.884236	17.7132	5.79975	24
FBgn0001229	2	2	2	4	0	7	0	5	3	7	3	8
FBgn0001230	178	237	281	681	286	382	396	777	482	601	402	1020
FBgn0001233	15212.98	13934.042	22420	34619.98	11553.006	12893.01	36802.99	34907.99	27339	34786	24366.97	32002.01
FBgn0001235	43	36	38.99996	92.99999	12	29	24	135	23.99999	44.99998	23	43
FBgn0001247	854	836	977	2240	751	1010	1315	1347	1021	2004	1037	1383
FBgn0001248	15110.0106	15185.00131	14873.9565	37192.005	16493.0299	19341.9751	18027.993	20410.9769	20386.0251	32234.9849	16501.9679	23365.0392
FBgn0001250	713.9997	546.999713	637.00028	1581.0004	447.0003	875	607.999	1302.9992	743.99956	1094	384.9998	932.9998
FBgn0001253	0	0	0	0	0	0.999999872	0.999999511	0	0	0	0	0
FBgn0001254	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0001255	4	5	4	13	7	8	2	9	9	13	6	11
FBgn0001256	0	0	1.0000003	0	0	0	0	0.9999995	0.9999996	1.0000002	1.0000001	0
FBgn0001257	1022.0001	562.0002	915.9996	2707.9983	644.23235	1240.0037	1072.0002	1990.0071	1250.0027	1877.0009	1028.0024	1717.967961
FBgn0001258	421.0001	483.9997	558.0003	986.9996	560	493.99982	600.0002	674.0003	673.9996	906.0001	442.9998	753.0002
FBgn0001259	15	21	26	57	18	25	26	28	31	53	22	33
FBgn0001263	1	2.00000002	1	14.00000004	6.000000031	6.000000053	2.000000013	2	3.000000032	9.00000001	7.000000032	3
FBgn0001269	7	3	4	6	2	2	6	10	4	5	1	7
FBgn0001276	53	40	58	141	56	57	85	66	67	129	63	85
FBgn0001280	411	325.0004	515.9995	1010.001	396.9994	412.9992	636.0002	532.0002	575.0005	1062	698	570.9994
FBgn0001281	1	2	0	0	0	0	1	1	0	0	0	0
FBgn0001285	44.99995	2	6	9	2	5	4	11	8	10	4	1
FBgn0001291	360	316.001	434.9993	1000.0003	344.0008	445.9995	526.9999	583.9995	491.9999	873.9993	438.0007	596.0006
FBgn0001296	500.0005	481.9998	1020.9996	1390.996	401.9996	503.0002	1175.997	806.9996	783.0002	1082.0012	635.99996	769.0002
FBgn0001297	539.9999	395.00002	511.00013	1027.0005	269.9999	543.9997	606	1188	602.0002	760	294.0002	770.0007
FBgn0001301	201	133	300	601	109	269	445	391	289	449	177	299
FBgn0001308	1009	872	1221	2314	844	1048	1771	1845	1382	1927	1000	1682
FBgn0001311	4.000004362	7	9	22.00001311	9.000002484	8	8.000002755	13	6.000004346	13.00000577	5.999997521	9.999997365
FBgn0001313	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001316	785.0003181	595.0003154	1800.000402	2083.9994	475.0003823	697.99991	2454.0002	1815.0001	1604.000755	1549.998964	998.9991025	1126.999714
FBgn0001319	20.00000761	10.00000139	10.99999	36.00004	9	16.99997	19	23	20	24	10	22
FBgn0001320	40	24	27	57	22	28	18	76	27.00000199	41	19	35
FBgn0001321	17	33	26	36	11	25	29	34	18	42	25	28
FBgn0001323	25	8	19	28	3	18	19	49	15	21	8	18
FBgn0001324	255	256.0004	386.0003	727	236.9998	321	550	646	413.0001	647	312.999692	481.0004
FBgn0001325	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0001330	109	94	233	445	87	98	430	222	257	387	278	244
FBgn0001341	143	134	330	358	89	100	442	268	305	318	268	222
FBgn0001404	614	313.0003	712.0006	1233.0003	303.0004	610	1044.9999	1215.0005	723.9993	926	394	1006.0002
FBgn0001491	274	205	253	574	161	297	324	302	309	496	247	344
FBgn0001565	845	927	1220	3078.995	1081.9982	1382.995	1799.996	1538.997	1467.004	2911.004	1748.998	1483.005
FBgn0001612	99.9394	67.5015	188.705	320.507	58.536	95.6654	405.839	129.632	198.282	222.488	153.922	142.873
FBgn0001624	380.0004113	219.000013	476.0001344	770.0040704	105.999977	347.00015	632.0006216	1185.999899	447.0000711	636.0003646	282.9999776	654.0003467
FBgn0001941	413.99971	393.0001	573.0001	1033.0004	282.9997	446.99956	812.0004	621.0003	614	843	537.00023	578.9999
FBgn0001942	15291.9984	15233.9979	20677.9925	46068.96	18215.0022	21135.9867	27785.996	28716.004	27676.9849	46738.994	24871.969	31300.007
FBgn0001961	542	546	815	1478	749	516.9996	970	1032	967	1416.001	904	976.0005
FBgn0001965	224	152	288	488	129	221	375	493	306	362	170	361
FBgn0001967	3	0	1	4	2	3	0	2	2	3	1	5
FBgn0001970	94	101	206	241	108	99	316	158	194	261	202	153
FBgn0001977	697.393	628.815	686.953	1805.08	653.859	814.739	992.833	908.663	786.333	1589.97	817.041	1102.14
FBgn0001978	590.0004	457.9998745	878.9995929	1465.996244	463.0002727	494.0000198	1550.999557	976.0000002	1064.999662	1158.000306	741.000001	969.99973
FBgn0001983	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0001986	185	219	365	637	188	232	569	435	406	605	390	430
FBgn0001987	139.9999237	83.99994464	128.9999605	232	50.00003401	81.0000355	136.9999	214.9998	115.0001299	190.9999763	93.999934	137.0000032
FBgn0001989	440	450	596	1166	706	461	619	645	664	1032	670	709
FBgn0001990	128.0001	101	172	354	106	152	249.0003	191.0004	198.0001	280.0002	157.0004	198.9996
FBgn0001991	88.99999323	53	94.99999	140.00039	28.00002	71	74.99999007	187.0001	78	106.999929	37.00000191	120.0000366
FBgn0001992	11.8314	0	5.21644	10.81047	0	16.4182	6.49124	12.7189	4.22495	10.46783	7.724964	14.027534
FBgn0001994	188.0003	121	326	480	111.000413	139.0001	543	575	367	428	245.0002	342
FBgn0001995	221	207	311	614	281	241	480	348	343	658	417	439
FBgn0002021	315	315	414	914	354	344	623	424	466	968	601	565
FBgn0002022	755	694	926	1909	764	916	1234	1035	1030	1761	918	1246
FBgn0002023	1	1	0	3	0	1	2	3.000000842	2	1	0	4.000000598
FBgn0002031	1006.9999	886.0005	1579.9955	2300.9953	1104.0001	788.9999	2046.0038	1508.9957	1687.998	2256.0003	1460.9968	1825.9997
FBgn0002036	125	132	166	345	139	181	170	227	169	284	147	221
FBgn0002044	617.9993	436.00056	699	1216	409.0002593	501.000476	1093.999892	1167	900.0010701	950.999575	513.999077	946.9994283
FBgn0002069	1264.0449	1081.0419	1517.1068	2871.11794	1076.089773	1242.06409	2269.379826	1822.3843	1665.11406	2766.3119	1727.213957	2102.2674
FBgn0002121	563.0003889	330.0000007	765.000121	1238.000822	143.9999185	586.9999134	1004.999687	1397.000775	844.9992587	898.0005235	422.9993681	737.9999083
FBgn0002174	181	211.9999	311.99996	527.99971	274.0001	197.99963	418.99969	391.00034	379.99956	485.0002	300.00039	403.9997
FBgn0002183	573	474.0004	1149	1741.999	442	445	1832.998	862	1030	1455.995	1053	787
FBgn0002283	184.0001	123	303	485	141.0001	164.0002	558	278.0005	369.0004	492.0002	351	254.0002
FBgn0002284	2203	2242	2815	5837	2785	2442	3251	3259	3168	5490	3352	3521
FBgn0002306	94	112.99999	120.0003	259	85	147.00005	91.00001	262.0003	105.0000151	197.9995348	76.99998	154.0003
FBgn0002354	78	88	107	253	122	103	170	121	130	229	133	157
FBgn0002413	627.031	455.0006	899.000431	1639.06864	347.9997079	633.0006	1389.9991	1089.9996	1060.9998	1308.9999	762.9995577	874.0001
FBgn0002431	1318.9971	895.9998	1587.99859	3388.00439	702.99953	1560.0016	2230.9998	3766.9951	1657.99604	2759.000219	1162.998036	2581.0007
FBgn0002440	1	2	1	2	0	1	3	1	1	7	3	2
FBgn0002441	326	304	450	897	323	361	634	594	507	618	324	625
FBgn0002466	40.99999	23	76.00005	157.0003	11	18	162.000293	32.99996	77.00002	59	42	34.00002
FBgn0002521	196.0002	175.9999	222.0003	451	65	228.0003	324	326	313.9998	321	172	251
FBgn0002522	2	3	0	0	0	0	0	3	4	2	2	1
FBgn0002524	345.9998	308.9998	493.0004	826.0003	242	342	694.9999	534.0002	508.0003	669	379.0005	450.0005
FBgn0002525	256	182.0000131	554.00051	668.0001	146	218	828	563	604	434.9998	296.0000034	374.000107
FBgn0002526	1856	1398	2348	2948	779	1297	2269	2165	1853	2285	1298	1938
FBgn0002531	4	5	2	3	2	0	2	4	5	1	0	0
FBgn0002533	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002534	0	0	1	0	0	0	0	0	0	0	0	0
FBgn0002535	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0002542	187	73	342	529	65	57	815	183	383	402	341	186
FBgn0002543	137	119	151	318	103	191	186	411	179	283	96	315
FBgn0002552	250	215.439	377.32	617.875	211.929	214.666	559.204	442.576	423	476.989	261.392	374
FBgn0002561	0	0	0	0	0	0	0	2	0	0	0	0
FBgn0002562	278.796	81.3705	4.01367	18.0577	13.0469	16.0622	0	1.00256	0	2.00288	0	1.00084
FBgn0002563	4257.2	6059.63	10536.988	8080.942	4144.957	15933.91	797.9997	1168	977	2764.997	1293.0017	2375.997
FBgn0002564	1	0	3	0	0	1	1	0	1	3	0	0
FBgn0002565	34106.01	35356.98	28640.01	48236.05	31874.03	36822.99	6378	11097	17531.01	23581.02	12357.04	14466.99
FBgn0002566	602.0001	432.9996	567.9993	1310.0002	361.00063	613.0003	695.0853	899.0006	728.9996	1206.0005	621.9997	800.0002
FBgn0002567	351.99983	303.00033	520.99995	950.00011	296.999711	357.0004	786.00038	535.9996	590.9998809	768	435.0005316	543.99982
FBgn0002569	16	2	0	19	1	0	1	6	2	10	9	1
FBgn0002570	187	23	8	295	8	7	16	132	36	291	283	4
FBgn0002571	37	0	2	13	1	0	2	1	0	10	10	0
FBgn0002573	5	3	0	6	1	1	2	1	6	0	0	3
FBgn0002576	6	4	2	4	2	3	3	5	4	2	1	3
FBgn0002577	28	15	19	50	13	17	24	38	26	60	29	36
FBgn0002578	18.00004	3	0	4	1	0	0	1	35.99999	5	5	0
FBgn0002579	10254.0064	11507.0059	15852.003	31885.015	15590.9988	13859.0017	23065.023	18838.996	21206.96	41377.998	26521.961	24052.003
FBgn0002590	12513.9975	14553.99	17445.0443	37942.0292	19294.9809	16935.0494	22101.9938	23648.9687	23499.9835	40532.958	23514.9642	28211.0395
FBgn0002592	4	0	3	2	0	3	3	3	2	7	6	3
FBgn0002593	11379	13554.01	18820.97	39325.98	18953.03	16921.02	26768.03	22954.95	24990	46803	26995.99	29106.05
FBgn0002609	4	11	23	16	6	6	19	15	17	20	20	9
FBgn0002622	13026	15347.04	21577.96	38992	21143.02	15358.97	26207.97	26141.03	27753.97	42789	28236	27719.99
FBgn0002626	8831.9973	10973.9936	15145.948	31757.971	16901.981	12394.003	19986.008	18980.001	21037.98	35688.017	21657.012	22867.011
FBgn0002629	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002631	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0002632	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002633	0	0	3	3	2	0	3	1	1	0	0	0
FBgn0002638	460	367.99998	1458.001	1654.9972	397.0004	303.9998	2100.000039	776.0002	1326.999775	1587.99895	1349.00369	635.0002
FBgn0002641	228	199	304.0004	548	191	234.9999	437.0004	329.9999	323	549.9999	332	352.9999
FBgn0002643	112.66989	55	140.99989	178.99952	45	97.00004	178.757599	407.9997	176.76141	162.000351	75.99996	224.9997
FBgn0002645	564.0005	323.9995	744	1467	155	777.000016	1107.9998	1625	801.0003	1101.9996	453.0000007	887.9999
FBgn0002673	68.0000725	13	82.9999241	223.9995	16	18	215.9999	50	138	58.00001	49.99999	37.000006
FBgn0002707	95	71	177.0002	279.0003	78.0000409	85	334.0001	148	188.0002	284	206.9997	150
FBgn0002709	88	46	86.63125	167.228	28.6769	56	212.6052	90.360414	139.3258	98.6078	68.2181	102.8772
FBgn0002715	18.16803	16	47.1166	82	17	19	82	19.32411	49.6001	50.1843	43.332	26
FBgn0002716	8.76446	4.69114	7.54548	17.0015	4.42144	6.2568	15.2222	15.7767	6.35997	24.5077	12.7913	16.1234
FBgn0002719	26645.983	27327.0073	30682.965	75465.006	33623.0453	42488.024	27151.967	45983.988	39448.009	64482.055	32563.004	40622.9937
FBgn0002723	145.9999	99	161	273.0002	54	155	235	357	227.9996	233.9996	111	227
FBgn0002732	2	1	2	1	1	0	0	1	1	1	1	2
FBgn0002733	25	16	49	63	22	17	44	34	43	60	46	28
FBgn0002734	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002735	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002736	348.432	332.291	511.598	1007.78	323.965	413.533	748.403	459.85	531.712	971.278	602.508	532.765
FBgn0002772	2123.003	1769.001	1768.001	3747.9963	1248.00312	1859.0004	1603.9959	2159.997	1593.0004	2926.9978	1539.0039	1940.0049
FBgn0002773	6417	6019	6360	12156	5030	5576	5119	7613	5605	9960	5558	6110
FBgn0002774	442	395	566	1203	377	540	845	840	686	1130	554	812
FBgn0002775	102	76	131	271	76	83	248	128	152	246	150	132
FBgn0002778	1578.9971	1524.9971	1841.9955	4941.9978	1529.000372	2636.995	2766.0016	2483.004	2145.9953	4603.004013	1486.998628	3643.003031
FBgn0002780	2002.0035	1628.003	3537.997	5245.999	1202.0005	1798.0024	5474.002	3200.996	3365.997	4747.997	3232.995	3314.998
FBgn0002781	667.05109	427.9220239	1120.83947	1682.12216	536.6829	459.24492	1896.8108	1129.15857	1354.22274	1470.89519	1044.84001	1005.88201
FBgn0002783	584	391	968	1673.004	441	470	1782.004	1016	1132	1456	969	929
FBgn0002787	1445.0003	1436.0008	1949.999	3947.006	1676.9991	1723.001	2608.008	2143.0078	2196	4039.99	2347.001	2492.001
FBgn0002789	4904.004	4760.996	5023.997	8357	3622	4017.003	4412	5964	4121.002	6924	3866.004	5134
FBgn0002791	200	173	228	542	166	195	428	286	318	514	328	366
FBgn0002838	0	0	1	2	0	0	0	0	0	0	0	0
FBgn0002842	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002855	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002856	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002862	0	1	2	0	0	1	0	0	0	1	0	1
FBgn0002863	0	0	0	0	0	0.175818	0	0	0	0	0	0
FBgn0002865	0	0	0	0	0	0	1	0	0	0	0	0
FBgn0002868	19562.96	21124.96	23151	64031	39969.96	25020	38751.98	38846.96	42735.97	75780	41432.03	53097.03
FBgn0002869	59.99993	16	15.00002	29.00005	9	15	3	14.00001	14.00001	16	7	16.00004
FBgn0002872	141	80.00001702	369.0000009	458.9997036	58.000062	68.00002211	497.9999001	200.000005	348.0002415	314.9993256	264.99931	150.9997629
FBgn0002873	152.00004	93	496	569.0003241	62.99995	72	786.9999637	384	391.0009099	228.0002	213.9999	157.0001
FBgn0002878	74	50	120	202	49	46	177	98	97	116	81	90
FBgn0002887	58	46	94	183	49	65	157	132	120	114	58	105
FBgn0002891	160.37	106.441	226.204	336.423	94.843	149.728	293.557	241.241	224.255	257.155	128.163	266.55
FBgn0002899	99	52	125	209	67	36	266	43	129	122	102	80
FBgn0002901	59	54	87	195	46	68	186	90	117	120	72	104
FBgn0002905	83.4147	70.539	154.742	202.893	59.2004	85.3144	256.407	144.504	138.58	206.145	129.727	172.814
FBgn0002906	94	39	156	261	47	41	313	110	166	105	73	107
FBgn0002909	66.209876	44.55250001	117.942	180.1224	37.19766846	76.69790794	166.455919	123.0358	103.0990002	170.8416313	103.2520174	99.0444435
FBgn0002914	409.0144	342.3319	608.9574498	1270.15	352.485486	551.5652	923.0781	711.875	697.143	1053.984808	593.0031492	681.9783935
FBgn0002917	4	5	5	17	4	8	4	18	8	11	5	8
FBgn0002921	3283.000045	2706.0019	3604.992245	8053.9964	2031.00022	3929.0048	4883.00501	8299.001	3926.0071	6018.0038	2313.00067	6230.0014
FBgn0002922	5.125402378	4.65817	4.000000695	10.57683	0.999999937	8.000002866	2.658417272	4.3566963	8.87644	10.09847872	2.491362553	6.999997872
FBgn0002924	66.5571	36	167.8071	229.8413	24	27.183	331.4584	71.3391	191.1459	142.2606	119.5736	77.1282
FBgn0002926	596	63	967	217	70	39	981	228	345	355	353	144
FBgn0002930	2595	2927	3627	7630	4235	4002	3708	4875	4429	6799	3913	5041
FBgn0002931	35.00000379	24	27	70.99998	13	23	44	62.99996	25	62.99996	25	49
FBgn0002932	64.99999	39.99998	87.99992717	134.0000704	21.00004	38.99995	112.99997	140	76	77.00001	40	80
FBgn0002933	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0002936	0	0	0	2.86408	1	0	1	1	0	3	3	1
FBgn0002937	0	0	0	8	3	1	1	2	1	2	2	0
FBgn0002938	1	1	1	48.99996	15.99997	14	0	3.999998	5	22.99997007	19.99997	1
FBgn0002939	66	33	44.000013	79	21	37.99995	22	48	72	63	32	42
FBgn0002940	4	16	2	353	169	52	10	34	36	91	89	2
FBgn0002941	1	1	6	11	5	3	0	12	7	6	2	4
FBgn0002945	15.000033	4.000001	26.9999967	37.00005	8.000001	22.999979	26.000022	62.00007	31	48.99998	11.00000007	41.00003
FBgn0002948	135.9503	87.8574	215.92	338.889	94.8136	89.90060141	345.739	145.9139	221.9494	241.952	170.9996	147.0003
FBgn0002962	151.7233	63	590.351	411.8196	91.8556	26.8109	1018.227	213.4324	533.3	450	432.9332	158.7861
FBgn0002973	157.9996	134.9999	218.0001	310.0002	45	153.9996	233.00036	359.99999	165.99969	197.9995	92	230.99997
FBgn0002985	7	9	12	19	9	15	12.0176	20	13	18	6	12
FBgn0002989	122.642	114.19	183.148	313.22	88.3227	111.606	247.711	137.545	180.931	246.093	158.003	161.582
FBgn0003002	1	4	3	16	5	5	4	7	4	6	3	5
FBgn0003008	195	200	222	529	201	276	326	258	282	544	308	357
FBgn0003009	0	0	2	0	0	0	0	1	1	1	1	1
FBgn0003011	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003015	1490	1059	4496	5153	620	777	6458	3043	3948	3811	3738	1502
FBgn0003016	249.999608	106.999988	403.0004716	557.999897	104.999931	262.9999971	535.0000001	726.99965	423.9997697	414.9991906	189.9996819	413.0002202
FBgn0003023	336.9996	132	1116.0007	985.0004449	195.000007	114.999987	2004.99675	549.00041	1104.00009	945.0002783	910.9999531	442.9992
FBgn0003028	158.9995293	59.99999	464.0003004	412.99962	41	70.00005	777.0003	470.000309	460.0004062	213.0000001	183	186.99996
FBgn0003034	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003041	210	123.00005	391.0005	592.9993021	118.999969	133	638	267	389.99955	394.9996	318.0001	193
FBgn0003042	72	54	92	157	39	69	154	94	117	121	73	93
FBgn0003044	146	61	267	384.0004	64	72	529	303	295	233	172.0001555	228.0003
FBgn0003046	75	4	40	8	1	6	7	12	5	55	3	10
FBgn0003048	262.9996	164	358.9995	524.99951	101.9996221	287.99996	471.9998067	797.9993755	369.9997997	416.9995573	134.0002423	548.0000474
FBgn0003053	162.99995	138	206	260	113	161	211.0000365	531	154	211	75.99999	264.0003
FBgn0003057	0	0	0	0	0	0	0	0	0	1	1	0
FBgn0003060	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003062	320	370	1105	966	474	239	1478	982	1112	1144	984	802
FBgn0003065	0	1	0	1	0	2	0	1	0	0	0	0
FBgn0003067	8853	8709.5	11658	23023.5	12127	17609	11059	25921	18613	21144.5	9511.5	24065.5
FBgn0003068	62	59	143.9998	226.9999	97	92	138.0002	204.0005	168.0004	163.9996	97	124
FBgn0003071	1740.99479	1705.999863	2228.003303	4204.0082	1950.004368	1983.000414	2672.0085	3517.994821	2536.9985	3865.992471	1938.002861	3061.99913
FBgn0003074	9164.999	9231.002	11794.0407	24225.9597	12980.991	10697.0028	10484	14781.99	12902.01	20418.0343	11089.956	13565.04
FBgn0003076	13224	16132	19578	50773	22945	24393	21890	22587	21109	57637	29913	27550
FBgn0003079	242	230	356	721	220	274	574	379	404	629	366	400
FBgn0003082	571.418	517.195	805.026	1558.568	662.326	648.482	1170.864	837.406	935.41	1572.424	1031.965	876.537
FBgn0003086	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003087	41	15.00003137	54	140.9997	11	7	125	14	88.99997	41	31	32
FBgn0003089	8	5	17.06512	3	2	3	19.045917	11	22	16.0424	16.073	9
FBgn0003090	23.99996	16.99999	38.00004	60.00002	23	32	38	66	33	48	14	36
FBgn0003091	22.99995	16.99999	27.99999	34.99996	11.999998	23	53	87	16.00002	29.00004	13	22.00001
FBgn0003093	133	71	194.99979	274.00045	54.99996295	105.00016	249.9998	518	166.9995	207.00006	108.99974	246.0001
FBgn0003114	24	8	60	72	11	5	127	26	53	55	52	17
FBgn0003116	650	737	816	2060	911	1120	993	1018	1014	2053	1034	1171
FBgn0003117	30	16	15	46.00002	16.99996	20	22.00001	26.00002	26.99997	32	15	42.00005
FBgn0003118	87.25525	60.99996	91.99999	143.9999	28.000017	83.99997	113.0001	212	112	129.14993	61	131
FBgn0003124	351	152	1004	1325.999	151.0003	91	2033.001	481.9996	1107	976	919	341.0003
FBgn0003129	3	4	8	6	3	2	8	3	2	7	4	1
FBgn0003130	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0003132	0	0	0	1	1	0	0	0	0	0	0	0
FBgn0003134	2738.0012	2486.0022	3458.0047	8813.998	2616.9959	5163.004	4176.0037	5389.001	4568.999	7939.005	3590.9992	6509.004
FBgn0003137	5265.08723	4338.995266	4886.999812	7444.10719	2769.999837	3952.003305	3203.995428	5258.999636	4588.99905	5721.004374	2126.998627	5742.003468
FBgn0003139	294.9999958	200.9999339	420.9998111	655.999472	200.0003852	241.00012	597.0001929	399.0004874	429.0003642	633.000283	425.9996784	401.000097
FBgn0003140	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0003141	670	581	704	1469	537	831	941	822	780	1444	694	1134
FBgn0003145	0	0	0	3	0	0	0	0	0	0	0	0
FBgn0003149	2615	2085.99939	2585.995936	4749.9959	1598.995319	2262	2172.998	4470.003374	1962.0039	3083.00263	1238.00038	2811.001
FBgn0003159	279.999718	171.00031	348.0006004	565.9998021	125.0000029	239.0001392	505.9998894	628.9996707	271.0003699	436.0000964	187.999974	399.00003
FBgn0003162	665	670	706	1330	424.0002	678	660.0001	882	636.9999066	1159.0001	518.0008	887
FBgn0003165	157.0000581	46.999973	299.9996584	353.0003418	37	71.9999	493.9996079	421.2325333	253.287452	196.9999	121	217.0543705
FBgn0003169	534.99969	537.99985	636.99954	1546.9991	420	812.99969	894.0009	889.9992	770.99985	1356.99985	663.99985	808.9994
FBgn0003174	43.99997	45	61	94.00003	36	37	55	60.99997	52	89	45	55
FBgn0003175	241.00024	177.99947	327.00023	616.9995895	222.000277	291.99951	413.9999	634.0007	433.9998001	502.0004039	222.00036	462.9996
FBgn0003187	49	38.9999865	209.0003776	268.99951	40.99999	31	470	95	244	239	224	78
